url,title,visit_count,last_visit_date
https://accounts.youtube.com/accounts/SetSID?ssdc=1&sidt=ALWU2csI2pYROCXyt%2BvtMPUxzWJq3Z972MwLomjkLBXkqDxJdQ%2BxvM5BqNDz5WK1yssW9SeOExz8brESzHAU78y7FPi8gqoqdbUrEZs8x0eWs6RPHnJM4ZwOrpX7yC9158clWExZdzNNKiSwo6gAl3bFbus7p7t9nbZMYrBZO%2Bes5q%2BSstoXgNRbjlCrctqVZKzYg%2FNW3qzcb2tG4lof7hhtgarksGh9grbhEseCJ54q243UrZzva6YMQOmJKUFL6oVWuR9Kdr8CuAN2GVH%2FB%2FEdjo8duOkQL5GPC2enAFOHF4NMiVePFoeO92dNAA9P6ik9W25X5UfYAGLomvjWI8b3DNg4CY6X%2FYdQlihmmsDlaJjjND85TcUTxCahf94arccLN8NfPr4I0MNxq%2BguWBuxZab2QXkTePkqcSvYdyVpK18JAiDs%2BhLS631k6%2Bqf2xNdbXDaLlKxlmd9B63B0AQmOZZ0azwGOEZnliGERiEQocd9IfqXqm4hMn4dCxMO9wpmPZGxR2xEQ7t2mCUO4SGv4TKb2G8Q950rkfEd6uZ7HR5nc%2BmYaazqOwkPVjVrP5HbxLIGjR6nnLeSgpgC8qflbBO630v9prCEnm4qS9MzM9LnG7QZ4%2FHu8iBWMSBickRsvD3NdN%2B5CkbPJFMDP73HHsOoZfPJ4iAgjnlbRLvk88mUAdWp2NTQnOlwqc%2BBjTMytFHyJ67MTCpgyv0wgkRkGOzEa0QYxcWuUwB1%2B5t5JGj5GNqOF1RATyK%2BRhn%2BfhZdCz3%2B8tx%2F&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Faction_handle_signin%3Dtrue%26app%3Ddesktop%26hl%3Den%26next%3Dhttps%253A%252F%252Fwww.youtube.com%252F&tcc=1&dbus=PT,,1,1727115994903293
https://accounts.google.pt/accounts/SetSID?ssdc=1&sidt=ALWU2cvrRL8LCInK0FQZxWzq9w6nN3tom1KRCxWroJ5ZbiHlzWeqHpaYhPc4tNwXIaQoBOEqhM0nLeshfIuPM7VJSKqSQsTFxWuWt53/Tiuy0HCixIxY7CJlNlJBIW%2BM1Lyhl7GFbteFr/fA/JsvLBcgYq1ndkEHHk1IO%2BZR8%2BzH1YzXC1gUupm8Ro5bs/9dRfxce1ih/Sm6aieObKnTJ/JwV6vGOwfyzpXhXGLJlDFFhOxii2SP%2Bck5ijTXei2t/IFLdeyMstRgmEsSY46We5F76UgaVwfjpA1ueZz1E9ljlO7SdVv5yNU9P9hul5W8l0UCBGxJR/IX07nFaHyX%2BhotIAoCIH6HzjjbykdBzNZDhFAzBzbSAqSVH98CT9/t84f/Kq%2B%2B68urate0%2BXpvcWQtzc0%2B2xW7W5/NXRLwCTplCNIrje1nlkv13RzffX9JU3MzW0L4/dsr1fRjTO6KRNY8RIlLskJeJv8AZmVH1MQ6TuAw/GvigyxIjqMKrRDWwarnJjwfxW%2BcRLznJF0eO%2BPca4mFlqwtxpC/34pqBVayx/iD%2BnmNExdMn4nPPNgKfaO6vnCvuKo9o1MsHra2P1GnvEs/TDPxMHtvh8uusBdGGOu%2BRJf7%2B7LLhyJng2N/9/wiz1YOcva0dZSbcyw0vqI1B62zTS9vZJ1SPt4u6pWwq61d4C4SdFMDNU/YddddIfMv07pXXGerttzvvQkixxintbgsbyTFOaUh8HANdZvT2jEQZcRRfN9sbKWlndagIAHn0ickTFtn&continue=https://www.youtube.com/signin?action_handle_signin%3Dtrue%26app%3Ddesktop%26hl%3Den%26next%3Dhttps%253A%252F%252Fwww.youtube.com%252F&tcc=1,,1,1727115995352582
https://www.youtube.com/signin?action_handle_signin=true&app=desktop&hl=en&next=https://www.youtube.com/,,1,1727115995450707
https://www.youtube.com/watch?v=TKuQ8Zkatd8,"Game Theory: FNAF, Golden Freddy NEVER Existed! - YouTube",1,1727116009166420
https://we.tl/t-Yg5Wiq1nxf,,1,1727365011060255
https://wetransfer.com/downloads/70d81c81dfb7332abc64867dc548718520240923102432/327b37,"Unique Download Link | WeTransfer",1,1727365011260651
https://download.wetransfer.com/eugv/70d81c81dfb7332abc64867dc548718520240923102432/c26e6b480315e387c7beb45882dfe19bcc1b05dc/hackedcredentials.txt?cf=y&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImRlZmF1bHQifQ.eyJleHAiOjE3MjczNjU2MzMsImlhdCI6MTcyNzM2NTAzMywiZG93bmxvYWRfaWQiOiI3ZGJiYTFiOC0yNmM2LTRiZTYtODU1My05Nzk3M2E2MTNhMGIiLCJzdG9yYWdlX3NlcnZpY2UiOiJzdG9ybSJ9.iZWtbUzoeB8GTekQojpfnLnhDgtW6kdrKGjXFuyxB0o,hackedcredentials.txt,0,1727365033790000
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=fenix+ist+login,"fenix ist login - Pesquisa Google",1,1727365056748113
https://fenix.tecnico.ulisboa.pt/fenixedu-connect/login,Connect,1,1727365059270039
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=fenix+login,"fenix login - Pesquisa Google",1,1727365063186552
https://www.google.com/search?q=fenix+login+ist&client=ubuntu-sn&hs=EoF&sca_esv=4b94f3f1e0097547&sca_upv=1&channel=fs&ei=x3_1Zp2mB6aFxc8Pi9WWqAc&ved=0ahUKEwjdpfCn-OCIAxWmQvEDHYuqBXUQ4dUDCBA&uact=5&oq=fenix+login+ist&gs_lp=Egxnd3Mtd2l6LXNlcnAiD2Zlbml4IGxvZ2luIGlzdDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeSLEFUMwCWO4EcAF4AZABAJgBZ6ABxwGqAQMxLjG4AQPIAQD4AQGYAgOgAtgBwgIKEAAYsAMY1gQYR8ICDRAAGIAEGLADGEMYigXCAhMQLhiABBiwAxhDGMgDGIoF2AEBwgIZEC4YgAQYsAMYQxjHARjIAxiKBRivAdgBAZgDAIgGAZAGC7oGBAgBGAiSBwMxLjKgB7IJ&sclient=gws-wiz-serp,"fenix login ist - Pesquisa Google",1,1727365066183722
https://id.tecnico.ulisboa.pt/cas/login,"Técnico Lisboa - Autenticação",1,1727365067907999
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=istsat+satelite,"istsat satelite - Pesquisa Google",1,1727366045116200
https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tecnico.ulisboa.pt/pt/noticias/campus-e-comunidade/istsat-1-satelite-totalmente-desenvolvido-no-tecnico-chegou-ao-espaco/&ved=2ahUKEwjwtoz8--CIAxUYSfEDHRPdDTgQFnoECBwQAQ&usg=AOvVaw094_ano78iPlEU8OEbEL5w,,1,1727366050296623
https://tecnico.ulisboa.pt/pt/noticias/campus-e-comunidade/istsat-1-satelite-totalmente-desenvolvido-no-tecnico-chegou-ao-espaco/,"ISTSat-1: Satélite totalmente desenvolvido no Técnico chegou ao Espaço – Técnico Lisboa",1,1727366050830292
https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.anacom.pt/render.jsp%3FcontentId%3D1790144&ved=2ahUKEwjwtoz8--CIAxUYSfEDHRPdDTgQFnoECBoQAQ&usg=AOvVaw0ZMjHPorVpqtBW1qIYjH7r,,1,1727366055797323
https://www.anacom.pt/render.jsp?contentId=1790144,"ANACOM - Lançamento do ISTSAT-1 assinala mais um importante passo da presença de Portugal no espaço",1,1727366056050515
https://www.youtube.com/watch?v=v2YepFwVGeU,"ISTSat-1: O primeiro nanosatélite do Técnico - YouTube",1,1727366084440671
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=ariane6,"ariane6 - Pesquisa Google",1,1727366157944693
https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.esa.int/Enabling_Support/Space_Transportation/Launch_vehicles/Ariane_6_overview&ved=2ahUKEwjK-vGx_OCIAxXFAtsEHUThI10QFnoECBoQAQ&usg=AOvVaw0osJG_d4PsSo9tCwL8YLP1,,1,1727366165385478
https://www.esa.int/Enabling_Support/Space_Transportation/Launch_vehicles/Ariane_6_overview,"ESA - Ariane 6 overview",1,1727366165964193
https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://pt.wikipedia.org/wiki/Ariane_6&ved=2ahUKEwjK-vGx_OCIAxXFAtsEHUThI10QFnoECBYQAQ&usg=AOvVaw2r6YGg88V3v5MVQN2Npc96,,1,1727366172995761
https://pt.wikipedia.org/wiki/Ariane_6,"Ariane 6 – Wikipédia, a enciclopédia livre",1,1727366173394983
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=a+tendinha,"a tendinha - Pesquisa Google",1,1727366238979103
https://www.google.com/search?q=a+tendinha+oeiras&client=ubuntu-sn&hs=Uma&sca_esv=4b94f3f1e0097547&sca_upv=1&channel=fs&ei=XoT1ZrrDN6SGxc8PtfSa8As&ved=0ahUKEwi66sTY_OCIAxUkQ_EDHTW6Br4Q4dUDCBA&uact=5&oq=a+tendinha+oeiras&gs_lp=Egxnd3Mtd2l6LXNlcnAiEWEgdGVuZGluaGEgb2VpcmFzMg0QLhiABBgTGMcBGK8BMggQABgTGBYYHjIIEAAYExgWGB4yCBAAGBMYFhgeMggQABgTGBYYHjIIEAAYExgWGB4yCBAAGBMYFhgeMgIQJjIIEAAYgAQYogQyCBAAGIAEGKIEMhwQLhiABBgTGMcBGK8BGJcFGNwEGN4EGOAE2AEBSPwLUNQFWPcLcAF4AZABAZgBjQGgAZcFqgEDMC41uAEDyAEA-AEBmAIFoALLBMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgIZEC4YgAQYsAMYQxjHARjIAxiKBRivAdgBAcICChAAGIAEGEMYigXCAhAQLhiABBhDGMcBGIoFGK8BwgILEC4YgAQYxwEYrwHCAg4QLhiABBjHARiOBRivAcICBRAAGIAEmAMAiAYBkAYTugYGCAEQARgIkgcDMS40oAesPg&sclient=gws-wiz-serp,"a tendinha oeiras - Pesquisa Google",1,1727366243672248
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d12949222-Reviews-A_Tendinha-Oeiras_Lisbon_District_Central_Portugal.html,"A TENDINHA, Oeiras - Rua Rodrigues de Freitas 5 - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",2,1727366274037959
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d12949222-Reviews-A_Tendinha-Oeiras_Lisbon_District_Central_Portugal.html#/media/12949222/283209850:p/?albumid=101&type=0&category=101,"A TENDINHA, Oeiras - Rua Rodrigues de Freitas 5 - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366264560169
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d12949222-Reviews-A_Tendinha-Oeiras_Lisbon_District_Central_Portugal.html#/media/12949222/283209836:p/?albumid=101&type=0&category=101,"A TENDINHA, Oeiras - Rua Rodrigues de Freitas 5 - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366266991650
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d12949222-Reviews-A_Tendinha-Oeiras_Lisbon_District_Central_Portugal.html#/media/12949222/283209852:p/?albumid=101&type=0&category=101,"A TENDINHA, Oeiras - Rua Rodrigues de Freitas 5 - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366267711965
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d12949222-Reviews-A_Tendinha-Oeiras_Lisbon_District_Central_Portugal.html#/media/12949222/283209853:p/?albumid=101&type=0&category=101,"A TENDINHA, Oeiras - Rua Rodrigues de Freitas 5 - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366268512191
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d12949222-Reviews-A_Tendinha-Oeiras_Lisbon_District_Central_Portugal.html#/media/12949222/283209845:p/?albumid=101&type=0&category=101,"A TENDINHA, Oeiras - Rua Rodrigues de Freitas 5 - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366269183028
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=o+pombalino+oeiras,"o pombalino oeiras - Pesquisa Google",1,1727366281713277
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",2,1727366318418171
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/96298260:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366304091033
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/304694466:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366307442346
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/421408427:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366308431217
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/232111962:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366309673302
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/96298279:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366310595438
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/413986149:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366311621499
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/304694467:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366312416524
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/486299040:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366313216873
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/446473207:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366314168869
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/166694257:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366314968358
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2655404-Reviews-O_Pombalino-Oeiras_Lisbon_District_Central_Portugal.html#/media/2655404/413986150:p/?albumid=101&type=0&category=101,"O POMBALINO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366316039587
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=a+ca%C3%A7oi%C3%A7a,"a caçoiça - Pesquisa Google",1,1727366326641901
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",2,1727366352629877
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html#/media/2615138/223365850:p/?albumid=101&type=0&category=101,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366335175240
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html#/media/2615138/154520079:p/?albumid=101&type=0&category=101,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366337930745
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html#/media/2615138/425689291:p/?albumid=101&type=0&category=101,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366339262584
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html#/media/2615138/144679453:p/?albumid=101&type=0&category=101,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366340138536
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html#/media/2615138/154519941:p/?albumid=101&type=0&category=101,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366341579743
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html#/media/2615138/444670628:p/?albumid=101&type=0&category=101,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366342674186
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html#/media/2615138/154520015:p/?albumid=101&type=0&category=101,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366343948241
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html#/media/2615138/444670627:p/?albumid=101&type=0&category=101,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366344612506
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html#/media/2615138/219169013:p/?albumid=101&type=0&category=101,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366346053342
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d2615138-Reviews-A_Cacoila-Oeiras_Lisbon_District_Central_Portugal.html#/media/2615138/144679506:p/?albumid=101&type=0&category=101,"A CACOILA, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone (2024)",1,1727366347256166
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=o+transmontano+oeiras,"o transmontano oeiras - Pesquisa Google",1,1727366363131802
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d9715250-Reviews-Restaurante_O_Transmontano-Oeiras_Lisbon_District_Central_Portugal.html,"RESTAURANTE O TRANSMONTANO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",2,1727366376718192
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d9715250-Reviews-Restaurante_O_Transmontano-Oeiras_Lisbon_District_Central_Portugal.html#/media/9715250/383362858:p/?albumid=101&type=0&category=101,"RESTAURANTE O TRANSMONTANO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366370306211
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d9715250-Reviews-Restaurante_O_Transmontano-Oeiras_Lisbon_District_Central_Portugal.html#/media/9715250/441863860:p/?albumid=101&type=0&category=101,"RESTAURANTE O TRANSMONTANO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366372795148
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d9715250-Reviews-Restaurante_O_Transmontano-Oeiras_Lisbon_District_Central_Portugal.html#/media/9715250/383362809:p/?albumid=101&type=0&category=101,"RESTAURANTE O TRANSMONTANO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366373502624
https://www.tripadvisor.pt/Restaurant_Review-g1154791-d9715250-Reviews-Restaurante_O_Transmontano-Oeiras_Lisbon_District_Central_Portugal.html#/media/9715250/436001364:p/?albumid=101&type=0&category=101,"RESTAURANTE O TRANSMONTANO, Oeiras - Comentários de Restaurantes, Fotos & Número de Telefone",1,1727366374325624
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=is+mind+control+really+possible,"is mind control really possible - Pesquisa Google",1,1727366382423926
https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://engineering.mit.edu/engage/ask-an-engineer/is-it-possible-to-control-someones-thoughts/&ved=2ahUKEwj55Pic_eCIAxVnSvEDHbGADEUQFnoECBkQAQ&usg=AOvVaw3w44aW_OuA79lg4qu8RS2Q,,1,1727366386002842
https://engineering.mit.edu/engage/ask-an-engineer/is-it-possible-to-control-someones-thoughts/,"MIT School of Engineering | » Is it possible to control someone’s thoughts?",1,1727366387638202
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=can+i+get+a+girlfriend+via+mind+control,"can i get a girlfriend via mind control - Pesquisa Google",1,1727366401115218
https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/watch%3Fv%3DdOM_h7S4nuQ&ved=2ahUKEwiPqe2l_eCIAxVdR_EDHRejBjsQwqsBegQIDBAG&usg=AOvVaw2Icqg2ABxIPJSawGS_Ijs4,,1,1727366407178181
https://www.youtube.com/watch?v=dOM_h7S4nuQ,"How To Get A Girl To Like You 💟 Using Mind Control 💟 - YouTube",1,1727366407332385
https://github.com/PirateMajima/EliteHackingTools,"PirateMajima/EliteHackingTools: A repo filled with the best hacking tools",1,1727367648481841
https://github.com/PirateMajima/EliteHackingTools/archive/refs/heads/main.zip,,1,1727367654343304
https://codeload.github.com/PirateMajima/EliteHackingTools/zip/refs/heads/main,EliteHackingTools-main.zip,0,1727367654675000
https://www.google.com/search?client=ubuntu-sn&channel=fs&q=how+to+secure+delete+in+linux,"how to secure delete in linux - Pesquisa Google",1,1727368316506751
https://www.geeksforgeeks.org/ways-to-permanently-and-securely-delete-files-and-directories-in-linux/,"Ways to Permanently and Securely Delete ‘Files and Directories’ in Linux - GeeksforGeeks",1,1727368319623194
